president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Economy,YouGov,CBS News,6/17/2026,6/19/2026,2519.0, A,0.9335996,0.1784498,,34.0,66.0,-32.0,35.13036,66.14878,-31.01842,https://www.cbsnews.com/news/opinion-poll-iran-war/,6/19/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),All polls,Quinnipiac University,,6/18/2026,6/22/2026,1165.0, RV,1.311582,0.1759521,,38.0,55.0,-17.0,40.22786,54.61395,-14.38609,https://poll.qu.edu/poll-release?releaseid=3961,6/22/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Quinnipiac University,,6/18/2026,6/22/2026,1165.0, RV,1.311582,0.1759521,,38.0,55.0,-17.0,40.75726,54.36688,-13.60962,https://poll.qu.edu/poll-release?releaseid=3961,6/22/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,Quinnipiac University,,6/18/2026,6/22/2026,1165.0, RV,1.311582,0.1759521,,27.0,50.0,-23.0,24.39714,47.32239,-22.92525,https://poll.qu.edu/poll-release?releaseid=3961,6/22/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,Quinnipiac University,,6/18/2026,6/22/2026,1165.0, RV,1.311582,0.1759521,,11.0,5.0,6.0,16.18944,7.768438,8.421001,https://poll.qu.edu/poll-release?releaseid=3961,6/22/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,American Research Group,,6/16/2026,6/20/2026,1100.0, A,0.8129016,0.1739851,,30.0,66.0,-36.0,32.21416,63.35656,-31.1424,https://americanresearchgroup.com/economy/,6/20/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Economy,American Research Group,,6/16/2026,6/20/2026,1100.0, A,0.8129016,0.1739851,,26.0,70.0,-44.0,29.47216,66.29108,-36.81892,https://americanresearchgroup.com/economy/,6/20/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,YouGov,CBS News,6/17/2026,6/19/2026,2519.0, A,0.9029047,0.1670399,,27.0,73.0,-46.0,27.45558,72.6594,-45.20382,https://www.cbsnews.com/news/opinion-poll-iran-war/,6/19/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),Economy,AP-NORC,,6/11/2026,6/17/2026,3040.0, A,1.561801,0.1659396,,33.0,66.0,-33.0,34.90789,62.51506,-27.60717,https://apnorc.org/projects/trumps-overall-approval-rating-is-steady/,6/17/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,AP-NORC,,6/11/2026,6/17/2026,3040.0, A,1.561801,0.1659396,,40.0,59.0,-19.0,41.49888,56.09087,-14.59199,https://apnorc.org/projects/trumps-overall-approval-rating-is-steady/,6/17/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,AP-NORC,,6/11/2026,6/17/2026,3040.0, A,1.561801,0.1659396,,37.0,62.0,-25.0,38.25599,59.17915,-20.92316,https://apnorc.org/projects/trumps-overall-approval-rating-is-steady/,6/17/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Weak,Rasmussen Reports,,6/21/2026,6/25/2026,1852.0, LV,0.8972652,0.1645415,,19.0,9.0,10.0,19.93477,9.603076,10.33169,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_june_21_25_2026,6/25/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Rasmussen Reports,,6/21/2026,6/25/2026,1852.0, LV,0.8972652,0.1645415,,27.0,44.0,-17.0,22.94841,45.51574,-22.56733,https://www.rasmussenreports.com/platinum/full_week_crosstabs/crosstabs_full_week_crosstabs_june_21_25_2026,6/25/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Morning Consult,,6/19/2026,6/22/2026,2200.0, RV,0.6664668,0.1633757,,41.0,52.0,-11.0,37.7786,57.43021,-19.65161,https://pro-assets.morningconsult.com/wp-uploads/2026/06/MCPI-PI-Weekly_260622.html,6/22/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Echelon Insights,,6/18/2026,6/22/2026,1003.0, LV,1.240396,0.1616516,,41.0,58.0,-17.0,40.48646,57.66662,-17.18016,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/Echelon%20Insights%20America%20250%20Survey%20Topline%20-%20External.pdf,6/22/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Echelon Insights,,6/18/2026,6/22/2026,1003.0, LV,1.240396,0.1616516,,19.0,10.0,9.0,18.02474,10.12796,7.89678,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/Echelon%20Insights%20America%20250%20Survey%20Topline%20-%20External.pdf,6/22/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Echelon Insights,,6/18/2026,6/22/2026,1003.0, LV,1.240396,0.1616516,,21.0,48.0,-27.0,21.3335,47.89034,-26.55684,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/Echelon%20Insights%20America%20250%20Survey%20Topline%20-%20External.pdf,6/22/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Echelon Insights,,6/18/2026,6/22/2026,1003.0, LV,1.240396,0.1616516,,41.0,58.0,-17.0,39.86967,57.92453,-18.05486,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/Echelon%20Insights%20America%20250%20Survey%20Topline%20-%20External.pdf,6/22/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,J.L. Partners,Daily Mail,6/19/2026,6/21/2026,1042.0, RV,1.154871,0.1549289,,44.0,50.0,-6.0,44.40897,53.59573,-9.18676,https://www.dailymail.com/news/article-15921233/trump-approval-bounces-iran-deal.html,6/21/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,J.L. Partners,Daily Mail,6/19/2026,6/21/2026,1042.0, RV,1.154871,0.1549289,,44.0,50.0,-6.0,43.82507,53.84651,-10.02144,https://www.dailymail.com/news/article-15921233/trump-approval-bounces-iran-deal.html,6/21/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,J.L. Partners,Daily Mail,6/19/2026,6/21/2026,1042.0, RV,1.154871,0.1549289,,26.0,41.0,-15.0,26.91854,44.82454,-17.906,https://www.dailymail.com/news/article-15921233/trump-approval-bounces-iran-deal.html,6/21/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,J.L. Partners,Daily Mail,6/19/2026,6/21/2026,1042.0, RV,1.154871,0.1549289,,18.0,9.0,9.0,17.10202,9.379149,7.722871,https://www.dailymail.com/news/article-15921233/trump-approval-bounces-iran-deal.html,6/21/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,Marquette University Law School,,6/9/2026,6/15/2026,1514.0, A,1.76588,0.1485029,,38.0,62.0,-24.0,36.94648,60.64761,-23.70113,https://law.marquette.edu/assets/community/poll/MLSPSC33/MLSPSC33Toplines_pt1.html,6/15/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Immigration,Beacon Research/Shaw & Co. Research,FOX News,6/12/2026,6/15/2026,1002.0, RV,1.379479,0.1483311,,43.0,57.0,-14.0,42.14969,56.42816,-14.27847,https://www.foxnews.com/politics/fox-news-poll-most-rate-economy-negatively-including-half-republicans,6/15/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Strong,Verasight,Strength in Numbers,6/17/2026,6/22/2026,2087.0, A,1.104354,0.1481519,,17.0,49.0,-32.0,19.48751,47.8063,-28.31879,https://www.gelliottmorris.com/p/2026-06-24-june-strength-in-numbers-verasight-poll,6/22/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Verasight,Strength in Numbers,6/17/2026,6/22/2026,2087.0, A,1.104354,0.1481519,,37.0,60.0,-23.0,38.34656,58.24623,-19.89967,https://www.gelliottmorris.com/p/2026-06-24-june-strength-in-numbers-verasight-poll,6/22/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Verasight,Strength in Numbers,6/17/2026,6/22/2026,2087.0, A,1.104354,0.1481519,,20.0,11.0,9.0,19.05142,10.69867,8.35275,https://www.gelliottmorris.com/p/2026-06-24-june-strength-in-numbers-verasight-poll,6/22/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Winthrop University,6/18/2026,6/23/2026,2150.0, A,0.5723665,0.1472059,,34.0,59.0,-25.0,34.14396,58.63005,-24.48609,https://www.winthrop.edu/winthroppoll/2026-july-winthroppoll-results.aspx#datatables,6/23/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Economy,Beacon Research/Shaw & Co. Research,FOX News,6/12/2026,6/15/2026,1002.0, RV,1.370638,0.145479,,31.0,68.0,-37.0,31.68833,65.90616,-34.21783,https://www.foxnews.com/politics/fox-news-poll-most-rate-economy-negatively-including-half-republicans,6/15/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Verasight,Strength in Numbers,6/17/2026,6/22/2026,1896.0, RV,1.084156,0.1454423,,39.0,59.0,-20.0,40.20857,57.48493,-17.27636,https://www.gelliottmorris.com/p/2026-06-24-june-strength-in-numbers-verasight-poll,6/22/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,6/19/2026,6/22/2026,1679.0, A,0.5184646,0.133343,,36.0,58.0,-22.0,36.14396,57.63005,-21.48609,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf,6/22/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,Morning Consult,,6/26/2026,6/28/2026,2002.0, RV,0.5116249,0.1260945,,43.0,55.0,-12.0,41.6115,56.03628,-14.42478,https://drive.google.com/file/d/1r9X_-vXE-Kkv1lXR5cu1KtWd-LAEMSJW/view,6/28/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Economy,Echelon Insights,,6/11/2026,6/14/2026,1012.0, LV,1.237924,0.1148387,,37.0,61.0,-24.0,35.46614,61.84549,-26.37935,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/June%202026%20Voter%20Omnibus%20Topline%20-%20External.pdf,6/14/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,Echelon Insights,,6/11/2026,6/14/2026,1012.0, LV,1.237924,0.1148387,,44.0,53.0,-9.0,42.46587,53.50467,-11.0388,https://echeloninsights.com/hubfs/_Media%20for%20Insights%20Blog/June%202026%20Voter%20Omnibus%20Topline%20-%20External.pdf,6/14/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,CBS News,6/17/2026,6/19/2026,2519.0, A,0.6204217,0.1118067,,38.0,62.0,-24.0,38.14396,61.63005,-23.48609,https://www.cbsnews.com/news/opinion-poll-iran-war/,6/19/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/26/2026,7/2/2026,1500.0, LV,0.3419555,0.109368,True,40.0,58.0,-18.0,36.44522,59.81617,-23.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/2/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,6/26/2026,7/2/2026,1500.0, LV,0.3419555,0.109368,True,40.0,58.0,-18.0,37.25449,59.54536,-22.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/2/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,,6/26/2026,6/28/2026,2002.0, RV,0.4014628,0.1046874,,43.0,55.0,-12.0,41.15903,56.89645,-15.73742,https://drive.google.com/file/d/1r9X_-vXE-Kkv1lXR5cu1KtWd-LAEMSJW/view,6/28/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,Cato Institute,6/25/2026,6/26/2026,2253.0, A,0.4228994,0.09967,,41.0,47.0,-6.0,39.15903,48.89645,-9.737419,https://www.cato.org/sites/cato.org/files/2026-07/Cato%20Fourth%20of%20July%202026%20Survey%20Toplines.pdf,6/26/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,6/19/2026,6/22/2026,1517.0, RV,0.7666636,0.098675,,39.0,58.0,-19.0,39.42935,57.07382,-17.64447,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf,6/22/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,6/18/2026,6/22/2026,1262.0, A,0.8152937,0.0940848,,34.0,64.0,-30.0,36.01978,61.6626,-25.64282,https://www.ipsos.com/en-us/few-expect-us-iran-preliminary-agreement-bring-lasting-peace,6/22/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,6/18/2026,6/22/2026,1262.0, A,0.8152937,0.0940848,,20.0,16.0,4.0,17.68025,14.09563,3.58462,https://www.ipsos.com/en-us/few-expect-us-iran-preliminary-agreement-bring-lasting-peace,6/22/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,6/18/2026,6/22/2026,1262.0, A,0.8152937,0.0940848,,14.0,48.0,-34.0,18.54215,48.06533,-29.52318,https://www.ipsos.com/en-us/few-expect-us-iran-preliminary-agreement-bring-lasting-peace,6/22/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,Marist College,NPR | PBS News,6/8/2026,6/11/2026,1340.0, A,1.452039,0.0936799,,33.0,60.0,-27.0,34.38522,59.73321,-25.34799,https://maristpoll.marist.edu/polls/its-trumps-economy-and-americans-are-not-impressed-june-2026/,6/11/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Adults,Marist College,NPR | PBS News,6/8/2026,6/11/2026,1340.0, A,1.452039,0.0936799,,36.0,59.0,-23.0,36.43278,59.03828,-22.6055,https://maristpoll.marist.edu/polls/its-trumps-economy-and-americans-are-not-impressed-june-2026/,6/11/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,Ipsos,Reuters,6/18/2026,6/22/2026,978.0, RV,0.7778383,0.0903352,,37.0,62.0,-25.0,37.89571,60.0835,-22.18779,https://www.ipsos.com/en-us/few-expect-us-iran-preliminary-agreement-bring-lasting-peace,6/22/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,7/2/2026,7/8/2026,1500.0, LV,0.1248415,0.0869191,True,43.0,55.0,-12.0,40.25449,56.54536,-16.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/8/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,7/2/2026,7/8/2026,1500.0, LV,0.1248415,0.0869191,True,43.0,55.0,-12.0,39.44522,56.81617,-17.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/8/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,The Bullfinch Group,Independent Center,6/12/2026,6/16/2026,1200.0, A,0.8760197,0.0845003,,40.0,56.0,-16.0,39.58606,56.53459,-16.94853,https://independentcentervoice.com/insights/the-local-antidote-how-stepping-away-from-national-screens-unites-americans,6/16/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,6/19/2026,6/22/2026,1679.0, A,0.6319726,0.0832728,,19.0,48.0,-29.0,21.2123,47.09587,-25.88357,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf,6/22/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,6/19/2026,6/22/2026,1679.0, A,0.6319726,0.0832728,,17.0,10.0,7.0,16.67801,10.07862,6.599391,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf,6/22/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Weak,AP-NORC,,6/11/2026,6/17/2026,3040.0, A,1.561801,0.0829698,,18.0,13.0,5.0,17.25659,9.976438,7.280152,https://apnorc.org/projects/trumps-overall-approval-rating-is-steady/,6/17/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,AP-NORC,,6/11/2026,6/17/2026,3040.0, A,1.561801,0.0829698,,37.0,62.0,-25.0,39.32002,58.48146,-19.16144,https://apnorc.org/projects/trumps-overall-approval-rating-is-steady/,6/17/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,AP-NORC,,6/11/2026,6/17/2026,3040.0, A,1.561801,0.0829698,,19.0,48.0,-29.0,22.31999,47.88496,-25.56497,https://apnorc.org/projects/trumps-overall-approval-rating-is-steady/,6/17/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Strong,RMG Research,Napolitan News Service,6/15/2026,6/23/2026,3000.0, RV,0.9234921,0.0803169,,22.0,44.0,-22.0,21.62154,47.64091,-26.01937,https://napolitannews.org/jobapproval,6/23/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),Weak,RMG Research,Napolitan News Service,6/15/2026,6/23/2026,3000.0, RV,0.9234921,0.0803169,,21.0,11.0,10.0,17.39523,10.4334,6.961829,https://napolitannews.org/jobapproval,6/23/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,RMG Research,Napolitan News Service,6/15/2026,6/23/2026,3000.0, RV,0.9234921,0.0803169,,43.0,55.0,-12.0,38.76892,57.69074,-18.92182,https://napolitannews.org/jobapproval,6/23/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,6/15/2026,6/23/2026,3000.0, RV,0.9234921,0.0803169,,43.0,55.0,-12.0,39.54652,57.42854,-17.88202,https://napolitannews.org/jobapproval,6/23/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,American Research Group,,6/16/2026,6/20/2026,1100.0, A,0.8129016,0.0786679,,30.0,66.0,-36.0,33.50352,62.57777,-29.07425,https://americanresearchgroup.com/economy/,6/20/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Winthrop University,6/18/2026,6/23/2026,2150.0, A,0.5723665,0.0782623,,34.0,59.0,-25.0,35.70536,57.78253,-22.07717,https://www.winthrop.edu/winthroppoll/2026-july-winthroppoll-results.aspx#datatables,6/23/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,6/13/2026,6/15/2026,1549.0, A,0.7839757,0.0779487,,44.0,50.0,-6.0,44.18638,49.85695,-5.67057,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GpnDRNm.pdf,6/15/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,7/1/2026,7/7/2026,1500.0, LV,0.1226499,0.077825,True,42.0,55.0,-13.0,39.25449,56.54536,-17.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/7/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,7/1/2026,7/7/2026,1500.0, LV,0.1226499,0.077825,True,42.0,55.0,-13.0,38.44522,56.81617,-18.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/7/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,American Research Group,,6/16/2026,6/20/2026,1006.0, RV,0.799732,0.0773934,,30.0,67.0,-37.0,33.97921,63.20866,-29.22945,https://americanresearchgroup.com/economy/,6/20/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,6/29/2026,7/3/2026,1500.0, LV,0.1645259,0.0735712,True,41.0,57.0,-16.0,38.25449,58.54536,-20.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/3/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/29/2026,7/3/2026,1500.0, LV,0.1645259,0.0735712,True,41.0,57.0,-16.0,37.44522,58.81617,-21.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/3/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,6/12/2026,6/15/2026,1537.0, A,0.7789395,0.0732158,,30.0,63.0,-33.0,33.37291,62.71951,-29.3466,https://www.ipsos.com/en-us/reutersipsos-june-2026-poll-0,6/15/2026,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,6/12/2026,6/15/2026,1537.0, A,0.7789395,0.0732158,,23.5,69.5,-46.0,27.0962,68.9173,-41.8211,https://www.ipsos.com/en-us/reutersipsos-june-2026-poll-0,6/15/2026,10:01:47 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,6/12/2026,6/15/2026,1537.0, A,0.7789395,0.0732158,,40.0,52.0,-12.0,42.13064,52.33002,-10.19938,https://www.ipsos.com/en-us/reutersipsos-june-2026-poll-0,6/15/2026,10:01:44 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,6/12/2026,6/15/2026,1537.0, A,0.7789395,0.0732158,,36.0,62.0,-26.0,36.66275,60.38961,-23.72686,https://www.ipsos.com/en-us/reutersipsos-june-2026-poll-0,6/15/2026,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,Beacon Research/Shaw & Co. Research,FOX News,6/12/2026,6/15/2026,1002.0, RV,1.370638,0.0727395,,20.0,47.0,-27.0,20.64296,46.95647,-26.31351,https://www.foxnews.com/politics/fox-news-poll-most-rate-economy-negatively-including-half-republicans,6/15/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Beacon Research/Shaw & Co. Research,FOX News,6/12/2026,6/15/2026,1002.0, RV,1.370638,0.0727395,,39.0,60.0,-21.0,38.17351,59.006,-20.83249,https://www.foxnews.com/politics/fox-news-poll-most-rate-economy-negatively-including-half-republicans,6/15/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Beacon Research/Shaw & Co. Research,FOX News,6/12/2026,6/15/2026,1002.0, RV,1.370638,0.0727395,,19.0,14.0,5.0,17.87054,13.20071,4.66983,https://www.foxnews.com/politics/fox-news-poll-most-rate-economy-negatively-including-half-republicans,6/15/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,Beacon Research/Shaw & Co. Research,FOX News,6/12/2026,6/15/2026,1002.0, RV,1.370638,0.0727395,,39.0,60.0,-21.0,38.79301,58.69532,-19.90231,https://www.foxnews.com/politics/fox-news-poll-most-rate-economy-negatively-including-half-republicans,6/15/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,6/19/2026,6/22/2026,1679.0, A,0.5184646,0.0708921,,36.0,58.0,-22.0,37.70536,56.78253,-19.07717,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_v8p0Pe8.pdf,6/22/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,6/30/2026,7/6/2026,1500.0, LV,0.1209673,0.0691944,True,41.0,57.0,-16.0,38.25449,58.54536,-20.29087,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/6/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/30/2026,7/6/2026,1500.0, LV,0.1209673,0.0691944,True,41.0,57.0,-16.0,37.44522,58.81617,-21.37095,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,7/6/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Quantus Insights,,6/16/2026,6/17/2026,1000.0, LV,0.866084,0.0623704,,37.0,54.0,-17.0,30.11722,51.66489,-21.54767,https://polls.quantusinsights.org/polls/national-approval-june-17?tab=toplines,6/17/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Quantus Insights,,6/16/2026,6/17/2026,1000.0, LV,0.866084,0.0623704,,43.0,56.0,-13.0,41.44581,56.68631,-15.2405,https://polls.quantusinsights.org/polls/national-approval-june-17?tab=toplines,6/17/2026,10:00:41 12 Jul 2026
